"Input","SYMBOL","Species"
"Rpl22-Mus musculus","Rpl22","Mus musculus"
"Rpl23-Mus musculus","Rpl23","Mus musculus"
"Rpl23a-Mus musculus","Rpl23a","Mus musculus"
"Rpl24-Mus musculus","Rpl24","Mus musculus"
"Rpl26-Mus musculus","Rpl26","Mus musculus"
"Rpl27-Mus musculus","Rpl27","Mus musculus"
"Rpl27a-Mus musculus","Rpl27a","Mus musculus"
"Rpl28-Mus musculus","Rpl28","Mus musculus"
"Rpl29-Mus musculus","Rpl29","Mus musculus"
"Rpl3-Mus musculus","Rpl3","Mus musculus"
"Rpl30-Mus musculus","Rpl30","Mus musculus"
"Rpl31-Mus musculus","Rpl31","Mus musculus"
"Rpl32-Mus musculus","Rpl32","Mus musculus"
"Rpl35-Mus musculus","Rpl35","Mus musculus"
"Rpl36a-Mus musculus","Rpl36a","Mus musculus"
"Rpl38-Mus musculus","Rpl38","Mus musculus"
"Rpl4-Mus musculus","Rpl4","Mus musculus"
"Rpl5-Mus musculus","Rpl5","Mus musculus"
"Rpl6-Mus musculus","Rpl6","Mus musculus"
"Rpl7-Mus musculus","Rpl7","Mus musculus"
"Rpl7a-Mus musculus","Rpl7a","Mus musculus"
"Rpl8-Mus musculus","Rpl8","Mus musculus"
"Rpl9-Mus musculus","Rpl9","Mus musculus"
"Rplp0-Mus musculus","Rplp0","Mus musculus"
"Rplp1-Mus musculus","Rplp1","Mus musculus"
"Rplp2-Mus musculus","Rplp2","Mus musculus"
"Rpn1-Mus musculus","Rpn1","Mus musculus"
"Rpn2-Mus musculus","Rpn2","Mus musculus"
"Rps10-Mus musculus","Rps10","Mus musculus"
"Rps11-Mus musculus","Rps11","Mus musculus"
"Rps13-Mus musculus","Rps13","Mus musculus"
"Rps16-Mus musculus","Rps16","Mus musculus"
"Rps17-Mus musculus","Rps17","Mus musculus"
"Rps19-Mus musculus","Rps19","Mus musculus"
"Rps2-Mus musculus","Rps2","Mus musculus"
"Rps20-Mus musculus","Rps20","Mus musculus"
"Rps23-Mus musculus","Rps23","Mus musculus"
"Rps25-Mus musculus","Rps25","Mus musculus"
"Rps3-Mus musculus","Rps3","Mus musculus"
"Rps3a1-Mus musculus","Rps3a1","Mus musculus"
"Rps4x-Mus musculus","Rps4x","Mus musculus"
"Rps5-Mus musculus","Rps5","Mus musculus"
"Rps6-Mus musculus","Rps6","Mus musculus"
"Rps7-Mus musculus","Rps7","Mus musculus"
"Rps8-Mus musculus","Rps8","Mus musculus"
"Rps9-Mus musculus","Rps9","Mus musculus"
"Rpsa-Mus musculus","Rpsa","Mus musculus"
"Rras2-Mus musculus","Rras2","Mus musculus"
"Rrbp1-Mus musculus","Rrbp1","Mus musculus"
"Rtcb-Mus musculus","Rtcb","Mus musculus"
"Rtl8a-Mus musculus","Rtl8a","Mus musculus"
"Rtn1-Mus musculus","Rtn1","Mus musculus"
"Rtn3-Mus musculus","Rtn3","Mus musculus"
"Rtn4-Mus musculus","Rtn4","Mus musculus"
"Rtn4rl2-Mus musculus","Rtn4rl2","Mus musculus"
"Rtraf-Mus musculus","Rtraf","Mus musculus"
"Rufy3-Mus musculus","Rufy3","Mus musculus"
"Ruvbl2-Mus musculus","Ruvbl2","Mus musculus"
"Ryr2-Mus musculus","Ryr2","Mus musculus"
"S1pr1-Mus musculus","S1pr1","Mus musculus"
"Sacm1l-Mus musculus","Sacm1l","Mus musculus"
"Sacs-Mus musculus","Sacs","Mus musculus"
"Sarm1-Mus musculus","Sarm1","Mus musculus"
"Satb2-Mus musculus","Satb2","Mus musculus"
"Sbf1-Mus musculus","Sbf1","Mus musculus"
"Scai-Mus musculus","Scai","Mus musculus"
"Scamp1-Mus musculus","Scamp1","Mus musculus"
"Scfd1-Mus musculus","Scfd1","Mus musculus"
"Scn1a-Mus musculus","Scn1a","Mus musculus"
"Scn1b-Mus musculus","Scn1b","Mus musculus"
"Scn2a-Mus musculus","Scn2a","Mus musculus"
"Scn2b-Mus musculus","Scn2b","Mus musculus"
"Scn3a-Mus musculus","Scn3a","Mus musculus"
"Scn8a-Mus musculus","Scn8a","Mus musculus"
"Scrib-Mus musculus","Scrib","Mus musculus"
"Scyl2-Mus musculus","Scyl2","Mus musculus"
"Sdc3-Mus musculus","Sdc3","Mus musculus"
"Sdk2-Mus musculus","Sdk2","Mus musculus"
"Sec16a-Mus musculus","Sec16a","Mus musculus"
"Sec22b-Mus musculus","Sec22b","Mus musculus"
"Sec23a-Mus musculus","Sec23a","Mus musculus"
"Sec24b-Mus musculus","Sec24b","Mus musculus"
"Sec24c-Mus musculus","Sec24c","Mus musculus"
"Sec31a-Mus musculus","Sec31a","Mus musculus"
"Sec61a1-Mus musculus","Sec61a1","Mus musculus"
"Sec61a2-Mus musculus","Sec61a2","Mus musculus"
"Sec61b-Mus musculus","Sec61b","Mus musculus"
"Sec62-Mus musculus","Sec62","Mus musculus"
"Sec63-Mus musculus","Sec63","Mus musculus"
"Sel1l-Mus musculus","Sel1l","Mus musculus"
"Sema7a-Mus musculus","Sema7a","Mus musculus"
"Septin11-Mus musculus","Septin11","Mus musculus"
"Septin2-Mus musculus","Septin2","Mus musculus"
"Septin3-Mus musculus","Septin3","Mus musculus"
"Septin5-Mus musculus","Septin5","Mus musculus"
"Septin6-Mus musculus","Septin6","Mus musculus"
"Septin7-Mus musculus","Septin7","Mus musculus"
"Septin8-Mus musculus","Septin8","Mus musculus"
"Septin9-Mus musculus","Septin9","Mus musculus"
"Serbp1-Mus musculus","Serbp1","Mus musculus"
"Serpinb3d-Mus musculus","Serpinb3d","Mus musculus"
"Serpinh1-Mus musculus","Serpinh1","Mus musculus"
"Sestd1-Mus musculus","Sestd1","Mus musculus"
"Set-Mus musculus","Set","Mus musculus"
"Sfn-Mus musculus","Sfn","Mus musculus"
"Sfpq-Mus musculus","Sfpq","Mus musculus"
"Sgip1-Mus musculus","Sgip1","Mus musculus"
"Sgpl1-Mus musculus","Sgpl1","Mus musculus"
"Sh3gl2-Mus musculus","Sh3gl2","Mus musculus"
"Sh3glb2-Mus musculus","Sh3glb2","Mus musculus"
"Sh3kbp1-Mus musculus","Sh3kbp1","Mus musculus"
"Shank1-Mus musculus","Shank1","Mus musculus"
"Shank2-Mus musculus","Shank2","Mus musculus"
"Shank3-Mus musculus","Shank3","Mus musculus"
"Shisa6-Mus musculus","Shisa6","Mus musculus"
"Shisa7-Mus musculus","Shisa7","Mus musculus"
"Shisa9-Mus musculus","Shisa9","Mus musculus"
"Shoc2-Mus musculus","Shoc2","Mus musculus"
"Sipa1l1-Mus musculus","Sipa1l1","Mus musculus"
"Sirpa-Mus musculus","Sirpa","Mus musculus"
"Skp1-Mus musculus","Skp1","Mus musculus"
"Skp2-Mus musculus","Skp2","Mus musculus"
"Slain2-Mus musculus","Slain2","Mus musculus"
"Slc12a2-Mus musculus","Slc12a2","Mus musculus"
"Slc12a5-Mus musculus","Slc12a5","Mus musculus"
"Slc17a7-Mus musculus","Slc17a7","Mus musculus"
"Slc1a2-Mus musculus","Slc1a2","Mus musculus"
"Slc1a3-Mus musculus","Slc1a3","Mus musculus"
"Slc24a3-Mus musculus","Slc24a3","Mus musculus"
"Slc27a1-Mus musculus","Slc27a1","Mus musculus"
"Slc27a4-Mus musculus","Slc27a4","Mus musculus"
"Slc2a1-Mus musculus","Slc2a1","Mus musculus"
"Slc2a3-Mus musculus","Slc2a3","Mus musculus"
"Slc30a3-Mus musculus","Slc30a3","Mus musculus"
"Slc30a5-Mus musculus","Slc30a5","Mus musculus"
"Slc32a1-Mus musculus","Slc32a1","Mus musculus"
"Slc35a2-Mus musculus","Slc35a2","Mus musculus"
"Slc35b2-Mus musculus","Slc35b2","Mus musculus"
"Slc35f1-Mus musculus","Slc35f1","Mus musculus"
"Slc38a3-Mus musculus","Slc38a3","Mus musculus"
"Slc39a10-Mus musculus","Slc39a10","Mus musculus"
"Slc39a7-Mus musculus","Slc39a7","Mus musculus"
"Slc3a2-Mus musculus","Slc3a2","Mus musculus"
"Slc4a10-Mus musculus","Slc4a10","Mus musculus"
"Slc4a4-Mus musculus","Slc4a4","Mus musculus"
"Slc4a7-Mus musculus","Slc4a7","Mus musculus"
"Slc4a8-Mus musculus","Slc4a8","Mus musculus"
"Slc6a1-Mus musculus","Slc6a1","Mus musculus"
"Slc6a11-Mus musculus","Slc6a11","Mus musculus"
"Slc8a1-Mus musculus","Slc8a1","Mus musculus"
"Slc8a2-Mus musculus","Slc8a2","Mus musculus"
"Slc9a3r1-Mus musculus","Slc9a3r1","Mus musculus"
"Slmap-Mus musculus","Slmap","Mus musculus"
"Sltm-Mus musculus","Sltm","Mus musculus"
"Smap1-Mus musculus","Smap1","Mus musculus"
"Smarcc2-Mus musculus","Smarcc2","Mus musculus"
"Smc3-Mus musculus","Smc3","Mus musculus"
"Smim26-Mus musculus","Smim26","Mus musculus"
"Smpd3-Mus musculus","Smpd3","Mus musculus"
"Snap25-Mus musculus","Snap25","Mus musculus"
"Snap47-Mus musculus","Snap47","Mus musculus"
"Snap91-Mus musculus","Snap91","Mus musculus"
"Snapin-Mus musculus","Snapin","Mus musculus"
"Snph-Mus musculus","Snph","Mus musculus"
"Sntb1-Mus musculus","Sntb1","Mus musculus"
"Soga1-Mus musculus","Soga1","Mus musculus"
"Soga3-Mus musculus","Soga3","Mus musculus"
"Sorbs1-Mus musculus","Sorbs1","Mus musculus"
"Sorbs2-Mus musculus","Sorbs2","Mus musculus"
"Sorcs2-Mus musculus","Sorcs2","Mus musculus"
"Spcs2-Mus musculus","Spcs2","Mus musculus"
"Specc1-Mus musculus","Specc1","Mus musculus"
"Sphkap-Mus musculus","Sphkap","Mus musculus"
"Spred1-Mus musculus","Spred1","Mus musculus"
"Spta1-Mus musculus","Spta1","Mus musculus"
"Sptan1-Mus musculus","Sptan1","Mus musculus"
"Sptb-Mus musculus","Sptb","Mus musculus"
"Sptbn1-Mus musculus","Sptbn1","Mus musculus"
"Sptbn2-Mus musculus","Sptbn2","Mus musculus"
"Sptbn4-Mus musculus","Sptbn4","Mus musculus"
"Sqle-Mus musculus","Sqle","Mus musculus"
"Src-Mus musculus","Src","Mus musculus"
"Srcin1-Mus musculus","Srcin1","Mus musculus"
"Srebf2-Mus musculus","Srebf2","Mus musculus"
"Srgap2-Mus musculus","Srgap2","Mus musculus"
"Srgap3-Mus musculus","Srgap3","Mus musculus"
"Srpr-Mus musculus","Srpr","Mus musculus"
"Srprb-Mus musculus","Srprb","Mus musculus"
"Ssr1-Mus musculus","Ssr1","Mus musculus"
"Ssr3-Mus musculus","Ssr3","Mus musculus"
"Ssr4-Mus musculus","Ssr4","Mus musculus"
"Stim1-Mus musculus","Stim1","Mus musculus"
"Stim2-Mus musculus","Stim2","Mus musculus"
"Stmn2-Mus musculus","Stmn2","Mus musculus"
"Stmn3-Mus musculus","Stmn3","Mus musculus"
"Strn-Mus musculus","Strn","Mus musculus"
"Strn3-Mus musculus","Strn3","Mus musculus"
"Strn4-Mus musculus","Strn4","Mus musculus"
"Stt3a-Mus musculus","Stt3a","Mus musculus"
"Stt3b-Mus musculus","Stt3b","Mus musculus"
"Stum-Mus musculus","Stum","Mus musculus"
"Stx12-Mus musculus","Stx12","Mus musculus"
"Stx16-Mus musculus","Stx16","Mus musculus"
"Stx1a-Mus musculus","Stx1a","Mus musculus"
"Stx1b-Mus musculus","Stx1b","Mus musculus"
"Stx5a-Mus musculus","Stx5a","Mus musculus"
"Stx7-Mus musculus","Stx7","Mus musculus"
"Stxbp1-Mus musculus","Stxbp1","Mus musculus"
"Stxbp5-Mus musculus","Stxbp5","Mus musculus"
"Stxbp5l-Mus musculus","Stxbp5l","Mus musculus"
"Sult4a1-Mus musculus","Sult4a1","Mus musculus"
"Sv2a-Mus musculus","Sv2a","Mus musculus"
"Sv2b-Mus musculus","Sv2b","Mus musculus"
"Sybu-Mus musculus","Sybu","Mus musculus"
"Syn1-Mus musculus","Syn1","Mus musculus"
"Syn2-Mus musculus","Syn2","Mus musculus"
"Syn3-Mus musculus","Syn3","Mus musculus"
"Syncrip-Mus musculus","Syncrip","Mus musculus"
"Syne1-Mus musculus","Syne1","Mus musculus"
"Syne2-Mus musculus","Syne2","Mus musculus"
"Syngap1-Mus musculus","Syngap1","Mus musculus"
"Syngr1-Mus musculus","Syngr1","Mus musculus"
"Syngr3-Mus musculus","Syngr3","Mus musculus"
"Synj1-Mus musculus","Synj1","Mus musculus"
"Synpo-Mus musculus","Synpo","Mus musculus"
"Syp-Mus musculus","Syp","Mus musculus"
"Syt1-Mus musculus","Syt1","Mus musculus"
"Syt2-Mus musculus","Syt2","Mus musculus"
"Syt3-Mus musculus","Syt3","Mus musculus"
"Syt5-Mus musculus","Syt5","Mus musculus"
"Syt7-Mus musculus","Syt7","Mus musculus"
"Taf1-Mus musculus","Taf1","Mus musculus"
"Tagln3-Mus musculus","Tagln3","Mus musculus"
"Tamalin-Mus musculus","Tamalin","Mus musculus"
"Tanc2-Mus musculus","Tanc2","Mus musculus"
"Taok2-Mus musculus","Taok2","Mus musculus"
"Tapt1-Mus musculus","Tapt1","Mus musculus"
"Tarsl2-Mus musculus","Tarsl2","Mus musculus"
"Tbc1d10b-Mus musculus","Tbc1d10b","Mus musculus"
"Tbc1d24-Mus musculus","Tbc1d24","Mus musculus"
"Tbc1d8-Mus musculus","Tbc1d8","Mus musculus"
"Tbl2-Mus musculus","Tbl2","Mus musculus"
"Tcp1-Mus musculus","Tcp1","Mus musculus"
"Tecr-Mus musculus","Tecr","Mus musculus"
"Tenm1-Mus musculus","Tenm1","Mus musculus"
"Tenm2-Mus musculus","Tenm2","Mus musculus"
"Tenm3-Mus musculus","Tenm3","Mus musculus"
"Tenm4-Mus musculus","Tenm4","Mus musculus"
"Tfrc-Mus musculus","Tfrc","Mus musculus"
"Them6-Mus musculus","Them6","Mus musculus"
"Thy1-Mus musculus","Thy1","Mus musculus"
"Tjp1-Mus musculus","Tjp1","Mus musculus"
"Tjp2-Mus musculus","Tjp2","Mus musculus"
"Tlcd3b-Mus musculus","Tlcd3b","Mus musculus"
"Tln2-Mus musculus","Tln2","Mus musculus"
"Tm9sf3-Mus musculus","Tm9sf3","Mus musculus"
"Tm9sf4-Mus musculus","Tm9sf4","Mus musculus"
"Tmco1-Mus musculus","Tmco1","Mus musculus"
"Tmed10-Mus musculus","Tmed10","Mus musculus"
"Tmed9-Mus musculus","Tmed9","Mus musculus"
"Tmeff1-Mus musculus","Tmeff1","Mus musculus"
"Tmem109-Mus musculus","Tmem109","Mus musculus"
"Tmem120a-Mus musculus","Tmem120a","Mus musculus"
"Tmem121b-Mus musculus","Tmem121b","Mus musculus"
"Tmem132a-Mus musculus","Tmem132a","Mus musculus"
"Tmem132b-Mus musculus","Tmem132b","Mus musculus"
"Tmem214-Mus musculus","Tmem214","Mus musculus"
"Tmem237-Mus musculus","Tmem237","Mus musculus"
"Tmem259-Mus musculus","Tmem259","Mus musculus"
"Tmem30a-Mus musculus","Tmem30a","Mus musculus"
"Tmem33-Mus musculus","Tmem33","Mus musculus"
"Tmem35a-Mus musculus","Tmem35a","Mus musculus"
"Tmem43-Mus musculus","Tmem43","Mus musculus"
"Tmem47-Mus musculus","Tmem47","Mus musculus"
"Tmem63b-Mus musculus","Tmem63b","Mus musculus"
"Tmod1-Mus musculus","Tmod1","Mus musculus"
"Tmod2-Mus musculus","Tmod2","Mus musculus"
"Tmpo-Mus musculus","Tmpo","Mus musculus"
"Tmx1-Mus musculus","Tmx1","Mus musculus"
"Tmx2-Mus musculus","Tmx2","Mus musculus"
"Tmx4-Mus musculus","Tmx4","Mus musculus"
"Tnc-Mus musculus","Tnc","Mus musculus"
"Tnik-Mus musculus","Tnik","Mus musculus"
"Tnpo1-Mus musculus","Tnpo1","Mus musculus"
"Tnr-Mus musculus","Tnr","Mus musculus"
"Tns1-Mus musculus","Tns1","Mus musculus"
"Top1-Mus musculus","Top1","Mus musculus"
"Top2b-Mus musculus","Top2b","Mus musculus"
"Tpm3-rs7-Mus musculus","Tpm3-rs7","Mus musculus"
"Tppp-Mus musculus","Tppp","Mus musculus"
"Trabd-Mus musculus","Trabd","Mus musculus"
"Traf3-Mus musculus","Traf3","Mus musculus"
"Trak1-Mus musculus","Trak1","Mus musculus"
"Trappc10-Mus musculus","Trappc10","Mus musculus"
"Trappc9-Mus musculus","Trappc9","Mus musculus"
"Trim2-Mus musculus","Trim2","Mus musculus"
"Trim28-Mus musculus","Trim28","Mus musculus"
"Trim3-Mus musculus","Trim3","Mus musculus"
"Trim32-Mus musculus","Trim32","Mus musculus"
"Trim46-Mus musculus","Trim46","Mus musculus"
"Trim67-Mus musculus","Trim67","Mus musculus"
"Trim9-Mus musculus","Trim9","Mus musculus"
"Trio-Mus musculus","Trio","Mus musculus"
"Trp53i11-Mus musculus","Trp53i11","Mus musculus"
"Trpm3-Mus musculus","Trpm3","Mus musculus"
"Trpv2-Mus musculus","Trpv2","Mus musculus"
"Try10-Mus musculus","Try10","Mus musculus"
"Tsg101-Mus musculus","Tsg101","Mus musculus"
"Ttc3-Mus musculus","Ttc3","Mus musculus"
"Ttc7b-Mus musculus","Ttc7b","Mus musculus"
"Ttc9b-Mus musculus","Ttc9b","Mus musculus"
"Ttn-Mus musculus","Ttn","Mus musculus"
"Ttyh1-Mus musculus","Ttyh1","Mus musculus"
"Ttyh3-Mus musculus","Ttyh3","Mus musculus"
"Tuba1a-Mus musculus","Tuba1a","Mus musculus"
"Tuba1b-Mus musculus","Tuba1b","Mus musculus"
"Tuba4a-Mus musculus","Tuba4a","Mus musculus"
"Tubal3-Mus musculus","Tubal3","Mus musculus"
"Tubb2a-Mus musculus","Tubb2a","Mus musculus"
"Tubb2b-Mus musculus","Tubb2b","Mus musculus"
"Tubb4a-Mus musculus","Tubb4a","Mus musculus"
"Tubb4b-Mus musculus","Tubb4b","Mus musculus"
"Tubb5-Mus musculus","Tubb5","Mus musculus"
"Tubgcp3-Mus musculus","Tubgcp3","Mus musculus"
"Tusc3-Mus musculus","Tusc3","Mus musculus"
"Twf2-Mus musculus","Twf2","Mus musculus"
"Uba1-Mus musculus","Uba1","Mus musculus"
"Ubc-Mus musculus","Ubc","Mus musculus"
"Ube2n-Mus musculus","Ube2n","Mus musculus"
"Ube2v1-Mus musculus","Ube2v1","Mus musculus"
"Ubr4-Mus musculus","Ubr4","Mus musculus"
"Ubxn4-Mus musculus","Ubxn4","Mus musculus"
"Ufl1-Mus musculus","Ufl1","Mus musculus"
"Ufsp2-Mus musculus","Ufsp2","Mus musculus"
"Ugt8a-Mus musculus","Ugt8a","Mus musculus"
"Unc13a-Mus musculus","Unc13a","Mus musculus"
"Unc5a-Mus musculus","Unc5a","Mus musculus"
"Upf1-Mus musculus","Upf1","Mus musculus"
"Uso1-Mus musculus","Uso1","Mus musculus"
"Usp30-Mus musculus","Usp30","Mus musculus"
"Usp5-Mus musculus","Usp5","Mus musculus"
"Usp9x-Mus musculus","Usp9x","Mus musculus"
"Utrn-Mus musculus","Utrn","Mus musculus"
"Vac14-Mus musculus","Vac14","Mus musculus"
"Vamp2-Mus musculus","Vamp2","Mus musculus"
"Vangl2-Mus musculus","Vangl2","Mus musculus"
"Vapa-Mus musculus","Vapa","Mus musculus"
"Vapb-Mus musculus","Vapb","Mus musculus"
"Vars-Mus musculus","Vars","Mus musculus"
"Vat1-Mus musculus","Vat1","Mus musculus"
"Vcan-Mus musculus","Vcan","Mus musculus"
"Vcp-Mus musculus","Vcp","Mus musculus"
"Vezt-Mus musculus","Vezt","Mus musculus"
"Vim-Mus musculus","Vim","Mus musculus"
"Vmn2r85-Mus musculus","Vmn2r85","Mus musculus"
"Vps11-Mus musculus","Vps11","Mus musculus"
"Vps13a-Mus musculus","Vps13a","Mus musculus"
"Vps13d-Mus musculus","Vps13d","Mus musculus"
"Vps16-Mus musculus","Vps16","Mus musculus"
"Vps18-Mus musculus","Vps18","Mus musculus"
"Vps35-Mus musculus","Vps35","Mus musculus"
"Vps45-Mus musculus","Vps45","Mus musculus"
"Vps51-Mus musculus","Vps51","Mus musculus"
"Vps52-Mus musculus","Vps52","Mus musculus"
"Vsnl1-Mus musculus","Vsnl1","Mus musculus"
"Vti1b-Mus musculus","Vti1b","Mus musculus"
"Wasf1-Mus musculus","Wasf1","Mus musculus"
"Wasf3-Mus musculus","Wasf3","Mus musculus"
"Wdr37-Mus musculus","Wdr37","Mus musculus"
"Wdr47-Mus musculus","Wdr47","Mus musculus"
"Wdr7-Mus musculus","Wdr7","Mus musculus"
"Wfs1-Mus musculus","Wfs1","Mus musculus"
"Wnk2-Mus musculus","Wnk2","Mus musculus"
"Xkr4-Mus musculus","Xkr4","Mus musculus"
"Xpo1-Mus musculus","Xpo1","Mus musculus"
"Xpr1-Mus musculus","Xpr1","Mus musculus"
"Ybx1-Mus musculus","Ybx1","Mus musculus"
"Ybx3-Mus musculus","Ybx3","Mus musculus"
"Yif1b-Mus musculus","Yif1b","Mus musculus"
"Ykt6-Mus musculus","Ykt6","Mus musculus"
"Ywhab-Mus musculus","Ywhab","Mus musculus"
"Ywhae-Mus musculus","Ywhae","Mus musculus"
"Ywhag-Mus musculus","Ywhag","Mus musculus"
"Ywhah-Mus musculus","Ywhah","Mus musculus"
"Ywhaq-Mus musculus","Ywhaq","Mus musculus"
"Ywhaz-Mus musculus","Ywhaz","Mus musculus"
"Zbed5-Mus musculus","Zbed5","Mus musculus"
"Zc2hc1a-Mus musculus","Zc2hc1a","Mus musculus"
"Zdhhc13-Mus musculus","Zdhhc13","Mus musculus"
"Zdhhc6-Mus musculus","Zdhhc6","Mus musculus"
"Zfp365-Mus musculus","Zfp365","Mus musculus"
"Zfp955a-Mus musculus","Zfp955a","Mus musculus"
"Zyg11b-Mus musculus","Zyg11b","Mus musculus"
